qa_id,dimension,category_name,granularity,source_document,question,reference_answer,llm_answer_correctness,llm_hallucination_score,llm_question_answerability,llm_category_validation,llm_reasoning,category_name_orig,dimension_orig,granularity_orig,agreement_type
27b07e03-a7d8-4fc8-8f0c-ae6048d555ae,QC,comparative_synthesis,fine,"English/ Language Arts
Key Ideas and Details
- CCSS.ELA-Literacy.RL.2.1 Ask and answer such questions as who, what, where, when, why, andhow to demonstrate understanding of key details in a text.
- CCSS.ELA-Literacy.RL.2.2 Recount stories, including fables and folktales from diverse cultures, and determine their central message, lesson, or moral.
- CCSS.ELA-Literacy.RL.2.3 Describe how characters in a story respond to major events and challenges.
Craft and Structure
- CCSS.ELA-Literacy.RL.2.4 Describe how words and phrases (e.g., regular beats, alliteration, rhymes, repeated lines) supply rhythm and meaning in a story, poem, or song.
- CCSS.ELA-Literacy.RL.2.5 Describe the overall structure of a story, including describing how the beginning introduces the story and the ending concludes the action.
- CCSS.ELA-Literacy.RL.2.6 Acknowledge differences in the points of view of characters, including by speaking in a different voice for each character when reading dialogue aloud.
Integration of Knowledge and Ideas
- CCSS.ELA-Literacy.RL.2.7 Use information gained from the illustrations and words in a print or digital text to demonstrate understanding of its characters, setting, or plot.
- (RL.2.8 not applicable to literature)
- CCSS.ELA-Literacy.RL.2.9 Compare and contrast two or more versions of the same story (e.g., Cinderella stories) by different authors or from different cultures.
Range of Reading and Level of Text Complexity
- CCSS.ELA-Literacy.RL.2.10 By the end of the year, ...[truncated]","How do the standards address different aspects of number understanding in Grade 2 mathematics, particularly regarding place value and mental computation skills?","The standards address number understanding through multiple interconnected skills. For place value, students must understand that three-digit numbers represent specific amounts of hundreds, tens, and ones (e.g., 706 = 7 hundreds, 0 tens, 6 ones), and that 100 can be thought of as a bundle of ten tens. For mental computation, students must fluently add and subtract within 20 using mental strategies, know from memory all sums of two one-digit numbers, and be able to mentally add or subtract 10 or 100 to/from numbers 100-900. Additionally, students must count within 1000 and skip-count by 5s, 10s, and 100s, demonstrating comprehensive number sense across different scales.",3,0,3,single_hop_inference,Explains the regulatory requirements for food labeling mentioned in the guide.,comparative_synthesis,QC,fine,mismatch
2e4dfb3c-7e9f-49e1-9827-507fc25e214b,AT,extractive,,"The word ‘rhododendron’, loosely translated means ‘rose tree. Azaleas, rhododendrons and vireyas (tropical types) are all classed and known under the one family name – rhododendrons, and botanically there is no difference between them. They originated in China, the Himalayan Mountains and the cooler parts of south Asia and the first noted record of these plants dates back to 400 BC.
Cultivating Azalea Bonsai by Brenda Parker
These cultural notes have been prepared based on what I do in my situation, but there may be some adjustments you may have to do in your space, and only by trial and error and understanding how they grow and their simple requirements.
SOIL – Bonsai potting mix broken down with sharp river sand to make it very porous to allow oxygen to reach the roots. Forget using potting mixes with added peat moss if you have a watering system as the peat stays too moist and the soil then becomes rancid causing root rot. If you do use peat-based mixes in bonsai pots and forget to water a few days, the peat becomes very hard and will not allow water to penetrate to reach the roots and when the fine azalea roots dry out it means trouble. Maybe in a large garden pot it could be alright, but I am a bit wary in small pots. Remember they grow in well drained soil on mountain slopes in the wild only protected by decaying leaf litter.
FERTILIZER – Azaleas require an acid soil and after they have settled down after repotting. See the SCBC June Newsletter for detailed information ...[truncated]",What is the recommended approach for preventing and treating petal blight in flowering azaleas?,"Petal blight is a fungal disease that makes flowers wilt and turn mushy. To prevent or reduce it, spray with Bayleton when color starts to appear in the buds. The fungus attacks the base of the flower where petals join the calyx. Damaged flowers should be removed and disposed of in the garbage bin, not compost bin, to prevent problems next year. When azaleas are in flower, water only at soil level and not the flowers.",3,0,3,multi_hop_reasoning,Synthesizes the history of the printing press from Gutenberg to its role in the Reformation.,extractive,AT,,mismatch
9a9bba56-7a5d-4a66-bd83-2b3b5cf47d15,QC,comparative_analysis,medium,"Vy Higginsen, the first woman in NY prime time radio, returns to the stage in the new musical Let The Music Play... Gospel!
Style Magazine Newswire | 3/26/2018, 8:39 a.m.
(Black PR Wire) The Mama Foundation for the Arts proudly announces the brand new production of their acclaimed musical, Let the Music Play... Gospel! From the creators of Mama, I Want To Sing! – the worldwide musical sensation – Let the Music Play... Gospel! is a musical celebration of a generation, featuring an intergenerational company of performers comprised of both younger and older adults; at The Dempsey Theater in Harlem (127 West 127th Street, between Lenox and Seventh Avenues). After a long running hit engagement in 1988, the joyous concert musical returns 30 years later, for an energized remounting; performances begin on April 7, 2018.
Conceived and written by Vy Higginsen and Ken Wydro, this 30th Anniversary revival offers new direction by Mr. Wydro, Ahmaya Knoelle Higginson, Kevin McKoy, and choreographer Elijah Ahmad Lewis. The show features a new and fresh showcasing of a classic musical genre. Ms. Higginsen invites you to experience the floor-stomping and roof-shaking power of her legendary musical: “This show is guaranteed to warm your soul and lift your spirits. The story is in the sound of the music; the message is in the words of the song.”
Let the Music Play... Gospel! features Vy Higginsen returning to the stage with fellow cast members Deborah Bingham, Matthew Brown, Matthew Burke, Renee...[truncated]",How does the 2018 revival of 'Let the Music Play... Gospel!' differ from its original 1988 production?,"The 2018 revival, occurring 30 years after its original 1988 hit engagement, features new direction by Ken Wydro, Ahmaya Knoelle Higginson, Kevin McKoy, and choreographer Elijah Ahmad Lewis. This new version offers a fresh showcasing of the classic musical genre, while maintaining its reputation as a joyous concert musical.",3,0,3,single_hop_inference,Explains the mechanism of action for the specific class of drugs mentioned.,comparative_analysis,QC,medium,mismatch
50660329-6dfa-48f2-a231-42886c604d46,LV,distant_from_document,,"So you’re a rocket scientist? Well, we’re impressed, even if Shania Twain’t. When it comes to analyzing a company’s financials, however, making sense of all those numbers unassisted is beyond even the best of us – which is why your trusty friends at Finimize are here to help 😌
Knowing your way around a firm’s past and present financial statements allows an investor to really understand that company: its hopes, its fears, and its dirty little secrets. There are three main documents to deal with: the income statement, the cash flow statement, and the balance sheet.
The income statement details revenues, expenses, and resulting income relevant to a given period – usually a quarter, a half year, or a whole 12 months. The cash flow statement outlines a firm’s sources and uses of cash across operating, investing, and financing activities. The balance sheet, meanwhile, summarizes all assets owned, their value, and how they’ve been financed – crystallizing the company’s financial position at a single point in time 💎
A financial analyst examines trends in key financial metrics, calculates and interprets ratios, compares those to the firm’s competitors’ – and much more besides. It’s not rocket science, but it’s worth getting right. So without further ado, let’s blast off.
Before you analyze any financial statement, you first need to understand what you’re looking at. Here’s an example of a simple income statement:
Let’s break that down. Revenue is the amount of money generated from sel...[truncated]",How can I tell if a company is in a good position to pay off its debts?,"There are several key metrics to assess a company's ability to handle its debt. For short-term obligations, look at the current ratio (current assets divided by current liabilities) - a ratio above 1 is considered good. For long-term debt, examine the net-debt-to-EBITDA ratio, which indicates how many years it would take for a company to pay back its debt - anything above 5 is a potential red flag. Another useful metric is the interest coverage ratio, calculated by dividing operating income by interest expense, which shows how well a company can pay interest on its outstanding debt. In all these cases, higher ratios are better, except for net-debt-to-EBITDA where lower is better.",3,0,3,multi_hop_reasoning,Connects various environmental factors to the population decline of honeybees.,distant_from_document,LV,,mismatch
9d1e0804-8bbc-445c-b142-0d0fe0187ea0,AT,abstractive,,"Learn something new every day More Info... by email
In linguistics, a case role describes the function of a noun in a sentence with relation to the sentence's main verb. Some languages have formal case systems, in which the form of the noun determines its case. Other languages' case systems are determined by syntax, or word order. In either situation, linguists may make distinctions between a case's surface structure and its deep structure, meaning that different nouns might seem to have the same case but actually serve different functions. The process of determining the deep structure of a case role is one goal of natural language processing.
At its most basic, a case role is the grammatical function of a noun in a sentence, such as the subject noun, direct object, indirect object, etc. In English, one can typically determine these functions by word order, since a sentence will typically follow this pattern: subject noun, verb, indirect object, direct object. Of course, there are many variations to this basic pattern, but the syntax of a sentence provides the necessary information to determine the grammatical function of the noun. Inflected languages, such as Latin or Greek, use word endings to indicate grammatical function.
The situation is complicated, however, by the fact that nouns appearing to be in the same case may have different semantic functions. For example, the two sentences ""The butler killed the cook with arsenic"" and ""The butler killed the cook with ease"" each...[truncated]",How does natural language processing handle the challenge of distinguishing between different semantic meanings when surface structures appear identical?,"Natural language processing faces the challenge of programming computers to detect the deep structure of human languages, particularly when phrases have identical surface structures but different semantic meanings. For example, in sentences like 'The butler killed the cook with arsenic' and 'The butler killed the cook with ease,' the phrases following 'with' have the same surface structure but different semantic functions - one describes an instrument, the other describes manner. For computers to accurately translate such sentences into languages where these phrases would have different surface structures, they need specific algorithms to determine the deep structure of the sentence, as this distinction is not as easily recognized by computers as it is by humans.",3,0,3,single_hop_inference,Explains how the specific financial instrument works based on the provided definition.,abstractive,AT,,mismatch
dd7e4f91-4097-4063-af51-cd225bb473f1,LV,distant_from_document,,"A-level Biology/Mammalian Physiology and Behavior/The Liver< A-level Biology | Mammalian Physiology and Behavior
There are two different blood vessels arriving at the liver - the hepatic artery and the hepatic portal vein. The hepatic artery supplies the liver with oxygen and comes from the aorta. The hepatic portal vein leads from the small intestine with blood rich in absorbed nutrients. Blood coming from the small intestine is at a much lower pressure than in the hepatic artery and is de-oxygenated. The hepatic vein carries blood away from the liver to the vena cava which transports it back to the heart.
See external link for image of liver and associated organs:
Study of liver tissueEdit
The human liver can contain up to 100 000 lobules. A lobule is a small division of the liver defined at the histological scale - between them lie the branches of the hepatic artery and the hepatic portal vein, with blood flowing through the lobules and then into the branch of the hepatic vein.
The lobules are composed of hepatocytes, which make up 70-80% of the mass of the liver.These cells are involved in protein synthesis, protein storage and transformation of carbohydrates, synthesis of cholesterol, bile salts and phospholipids, and detoxification. The cells are arranged in rows that come out from the hepatic vein which is the centre the rows of hepatocytes are thin - never more than two cells thick so that blood is in close contact with the hepatocyte cells. Channels between these cel...[truncated]",How do high-density and low-density lipoproteins differ in their effects on cardiovascular health?,"The proportion of HDL (high-density lipoproteins) to LDL (low-density lipoproteins) has a significant effect on health. LDLs are considered harmful as they cause deposition of cholesterol on blood vessel walls as plaques, which can lead to high blood pressure and heart attacks. In contrast, HDLs have been shown to remove these plaques and provide protection against their formation in the first place.",3,0,3,multi_hop_reasoning,Synthesizes the impact of the Silk Road on cultural exchange and economic trade.,distant_from_document,LV,,mismatch
7b44d742-1c87-46e8-b496-e4893496bce8,QC,complex,,"The analysis of exosomes has previously been difficult due to their small size. Flow cytometry can be used to detect and characterize exosomes based on their cell surface markers.
Meletios Verras | Shutterstock
What are exosomes?
Exosome are a secreted vesicle of the membrane that has a diameter of 50–100nm. They are involved in several processes that involve intercellular communication, such as metastasis and antigen presentation.
Exosomes are present in all bodily fluids, such as blood, urine etc and act as biomarkers for altered and native states. They consist of several surface markers, such as CD63, CD81, ALIX, and TSG101, which can be exploited for flow cytometry.
The cells from which exosomes have to be analyzed are cultured in essential media till they are confluent. The cells are then washed with exosome-free media for 72 hours before the media is collected and filtered to remove cells and debris.
The media is mixed with total exosome isolation reagent and incubated at 4°C overnight. Subsequently, it is centrifuged and the pellet is washed and filtered with PBS. In the end, the protein levels and size of the exosomes is determined.
Quantitative analysis of exosome samples
To perform a quantitative analysis of exosomes, first, a linear correlation between the mean fluorescence intensity of the beads and exosome concentration must be determined. Establishing such linear correlation can be very useful to perform quantitative analysis of exosomes as the existing methods ...[truncated]",What is the recommended protocol for isolating exosomes from cultured cells for analysis?,"The protocol for isolating exosomes begins with culturing cells in essential media until confluence. Then, cells are washed with exosome-free media for 72 hours before collecting and filtering the media to remove cells and debris. The filtered media is mixed with total exosome isolation reagent and incubated at 4°C overnight. After centrifugation, the pellet is washed and filtered with PBS. Finally, the protein levels and size of the exosomes are determined.",3,0,3,single_hop_inference,Explains the benefits of crop rotation for soil health as described in the text.,complex,QC,,mismatch
5eda6352-a168-4bd3-871d-af5eff929081,AT,abstractive,,"IN February 2010, the American Conference of Governmental Industrial Hygienists (ACGIH) adopted a new threshold limit value (TLV) recommendation for H2S, lowering the eight-hour TWA to 1.0ppm, and the STEL to 5.0ppm.
In the past, the most widely recognized occupational exposure limits for H2S have referenced an eight hour TWA of 10ppm, and a 15 minute STEL of 15ppm. The new TLV has forced many companies to reconsider exposure limit guidelines and alarm settings. A major issue is whether the company’s current instruments are capable of operation with alarms set to the new 1.0ppm limit. Employers may need to verify whether or not this is possible with a particular instrument design.
What are TLVs, and why do they matter?
OSHA uses the term Permissible Exposure Limit (PEL) to define the maximum concentration of a listed contaminant to which an unprotected worker may be exposed. Depending on the contaminant, the PEL may reference an eight hour, time weighted average (TWA,) a 15 minute short-term exposure limit (STEL) or an instantaneous ceiling (C) concentration that cannot be exceeded for any period of time. Individual US states either follow the Federal regulations, or follow their own state-specific permissible exposure limits. States may not publish or follow exposure limits that are more permissive than Federal OSHA limits.
The ACGIH TLVs are among the world’s most widely used and respected guidelines for workplace exposure to toxic substances. TLVs are developed and designe...[truncated]","What considerations should be taken into account when calibrating H2S detection instruments that have very low alarm settings, such as 1.0 ppm?","H2S sensors exhibit extremely linear signals over a wide range, which means standard calibration gas containing 10ppm or 20ppm H2S can still be used for bump testing or calibrating instruments even when the H2S alarms are set as low as 1.0ppm. This is particularly relevant given the recent trend toward lower alarm settings, where many users now set Low and TWA alarms at 1.0ppm and High and STEL alarms at 5.0ppm.",3,0,3,multi_hop_reasoning,Connects the causes and consequences of the Industrial Revolution in the 19th century.,abstractive,AT,,mismatch
f0b8b62f-037d-40de-a7bb-4fdd917d9dcf,QC,simple,,"Building Microservices Through Event-Driven Architecture, Part 2: Domain Objects and Business Rules
In this tutorial, an architect explores how microservices teams can work with domain objects while creating an event-driven architecture for their app.
Join the DZone community and get the full member experience.Join For Free
this tutorial is the second part of a series: building microservices through event driven architecture .
during this journey, i will implement the domain model: edusync.speech.domain,
this is the innermost layer that holds the core domain. it contains our domain objects and business rules. and defines our external interfaces.
databases, network connections, filesystem, ui or special frameworks are not allowed.
the core domain has no knowledge of anything outside of itself.
those dependencies and their implementations are injected into our core domain using interfaces.
at the end of the previous step, we ended up with an anemic domain model. so let's start by enriching it.
rich domain model
an anemic domain model is an antipattern in the world of ddd, so, in this section, i will decouple the domain model from data contracts using value object.
an anemic domain model is a domain model where data and operations upon that data are separated from each other. in other words, a class with only properties and methods that treat these properties are located in other classes.
as a result, these other classes can read the data but also modify it. so the domain class ...[truncated]",What are the key differences between entities and value objects in Domain-Driven Design?,"The key differences are in how they are identified and their characteristics. Entities are identified by reference equality and identifier equality, have an ID field, and are mutable. Value objects are identified by reference equality and structural equality, have no ID field, and are immutable. Value objects must belong to an entity and don't make sense without one. For example, two vehicles of the same model with identical characteristics are different entities because each has its own identifier, while two addresses with identical fields are considered the same value object.",3,0,3,single_hop_inference,Explains the process of cellular respiration and its importance for energy production.,simple,QC,,mismatch
3e357470-6adb-4225-845f-97a4f797a875,AT,abstractive,,"Introduction to WirelessHD™ Technology
The WirelessHD Consortium, consisting of leading technology and consumer electronics (CE) companies, has developed and is now promoting the first industry-standard next-generation wireless digital interface specification for consumer electronics, PC and portable products. Specifically, WirelessHD enables wireless streaming of High-Definition (HD) audio, video and data between source devices (e.g., DVRs and gaming consoles) and displays (e.g., HDTVs and monitors).
WirelessHD’s Promoter companies have historically been responsible for creating the world’s most successful consumer electronics standards. Based on that experience, this group is promoting rapid adoption, standardization and multi-vendor interoperability of WirelessHD technology worldwide.
The WirelessHD specification is the first and only wireless digital interface to successfully combine lossless HD video, multi-channel audio, intelligent format and control data, and Hollywood-approved content protection. For end-users, elimination of audio and video cables dramatically simplifies home theater system installation and eliminates the traditional need to locate source devices like Blu-ray players, set-top boxes or game consoles near the TV. Now, the TV can be hung on the wall without drilling holes or worrying about running audio and video cables to it. WirelessHD adapter products are available today to bridge existing non-wireless systems into this new WirelessHD world.
The Wir...[truncated]",What are the key technical specifications and capabilities of the WirelessHD protocol that make it suitable for high-definition wireless video streaming?,"WirelessHD achieves high-speed data rates of 10-28 Gbps and operates in the 60 GHz millimeter wave band. It supports lossless FullHD 1080p/60 A/V streaming within a room at distances up to 10 meters. The protocol employs smart antenna technology with dynamic beam forming and beam steering, which can adjust antenna energy in less than one millisecond to maintain connectivity even when line-of-sight is obstructed. It uses both direct and indirect signal paths through reflections. The system includes Hollywood-approved content protection with DTCP and HDCP2.0, and supports multi-channel audio and control data transmission.",3,0,3,multi_hop_reasoning,Synthesizes the historical development of the United Nations from its precursor to its current form.,abstractive,AT,,mismatch
ce06c101-1a35-4f65-abed-0172d37c376d,LV,similar_to_document,,"1) Nation paid tributes to Ambedkar on his death anniversary: President Pranab Mukherjee, VP Hamid Ansari and Prime Minister Narendra Modi on 6 December 2014 paid rich tributes to the architect of the Constitution Babasaheb Ambedkar on his 58th death anniversary which is also being observed as ""Mahaparinirvana Diwas"". ""On his Mahaparinirvana Diwas, I bow to the venerable Dr Babasaheb Ambedkar. His contribution to the nation is eternal and invaluable,"" Modi tweeted. The Prime Minister, who paid floral tributes at Ambedkar's portrait in Parliament, said, ""Dr Ambedkar was a man ahead of his time and we remember his efforts to eradicate social evils and the importance he gave to education.""
2) India lose to Germany in Champions trophy starter: In the first match of the Champion's trophy, Indian men's were defeated by Germany 0-1. The Men's team has never won the Champions Trophy since its inaugural edition in 1978. Yet, the team is being seen as a side which has the best chance of staging upsets and emerging on top with triumphs. Germany on the other hand, have won the tournament on nine occasions. India goalkeeper Sreejesh is adjudged man of the match. India will play Argentina on Sunday evening and would look to take the many positives from this match. This year's Champions trophy is being player at Bhubaneswar, India.
3) Aussies to wear No 408 on their jerseys for the Adelaide Test: In a tribute to late Phillip Hughes, the Australian cricket team has decided to wear number 408...[truncated]",What were the quantitative outcomes of the Second National Lok Adalat in terms of case resolution and financial relief?,"The Second National Lok Adalat settled approximately 1.25 crore pending and pre-litigation cases in a single day, reducing the backlog by about nine percent across all States. The Adalat, organized by the National Legal Service Authority (NALSA), provided financial relief of over Rs. 3,000 crore to ordinary litigants.",3,0,3,single_hop_inference,Explains how the specific renewable energy technology generates electricity.,similar_to_document,LV,,mismatch
8bcb8a53-21b5-4e34-9aae-24386e4d582a,QC,complex,,"DescriptionSports games are games in which players control either players or managers of a real or fictional sports.
Commodore 64 (1989)
It's Sgt Slaughter's Mat Wars and he wants you, so says the box, provided you have the guts it takes...
Shane Warne Cricket is the Australian version of Brian Lara Cricket '96. Besides being endorsed by a different player, this...
Xbox One (2014)
Shape Up is a fitness game that requires the Kinect peripheral. It counts on the idea that 'gamifying' fitness will...
Go shark hunting without the possibility of losing limbs! Grab your tank and weapons virtually and dive into the ocean...
Sharp Shot is collection of 4 single-button action games: Touchdown Passing, Space Gunner, Submarine, and Maze Shoot. The goal of...
PlayStation 2 (2001)
Shaun Palmer's Pro Snowboarder is a snowboarding game that resembles Tony Hawk in gameplay style where player's can pick from...
Game Boy Advance (2001)
This handheld version is different from it's Shaun Palmer's Pro Snowboarder, but still features the same set up. The player...
Game Boy Color (2001)
This handheld version is different from its console counterpart Shaun Palmer's Pro Snowboarder, but features the same set up. The...
Nintendo DS (2008)
Shaun White Snowboarding is a snowboard racing game. To be able to win, you need to ride the way Shaun...
Shaun White Snowboarding World Stage is Ubisoft's second game in the Shaun White Snowboarding series. This time it is exclusively...
Sheffield United Club Manage...[truncated]","Among highly-rated sports video games, what achieved the highest critical acclaim according to press ratings, and what were the specific scores?","The highest-rated sports games according to press ratings were NHL '94, NFL 2K1, and International Superstar Soccer 64, all scoring 94 points. These were followed by Tony Hawk's Pro Skater 3, Tecmo Super Bowl, NFL 2K, and Links 386 Pro, which all scored 93 points.",3,0,3,multi_hop_reasoning,Connects the principles of quantum mechanics to their applications in modern technology.,complex,QC,,mismatch
9c708266-e886-478b-98d7-9eba402ebcf4,QC,single_fact,medium,"Permanent Pile Reversal Shading is a phenomenon that can appear in any cut pile carpet. Its occurrence is random and its causes are largely unexplained. It is also commonly referred to as watermarking, pooling or puddling. A cut pile carpet that has ‘shaded' will show areas lighter or darker than the surrounding carpet pile. This variation is caused by the reflection of light from pile tufts which come to lay in different directions.
Visually, Permanent Pile Reversal Shading is not unlike the brushed appearance of other cut pile fabrics such as suede, velour and velvet, although the appearance change in a carpet that has ‘shaded' will be permanent.
As Permanent Pile Reversal Shading will have some impact on the appearance of a carpet, consumers should consider the possibility that it may occur when buying a cut pile carpet.
SHADING - common usage terms and common misunderstandings
The general term ‘shading' is sometimes incorrectly used to describe a number of carpet characteristics that are not related to Permanent Pile Reversal Shading. The following outlines common usage terms and explains which terms are, and which terms are not, Permanent Pile Reversal Shading.
Watermarking, pooling and puddling are terms used to describe irregular areas of light or dark in the carpet that may resemble water spillage marks. These effects are permanent and referred to as Permanent Pile Reversal Shading. The appearance change is permanent - it will not go.
Footmarking is seen as small loca...[truncated]",Can Permanent Pile Reversal Shading occur in all types of carpet fibers?,"Yes, Permanent Pile Reversal Shading can occur in carpets made from all carpet fibres and blends of different fibres, including nylon, wool, acrylic, polyester, polypropylene and their blends.",3,0,3,single_hop_inference,Explains the role of the central bank in controlling inflation through interest rates.,single_fact,QC,medium,mismatch
686f2617-11f0-42a2-9dd9-bc87f58d098b,LV,similar_to_document,,"|Mirages and other marvels of light and air (Nature's mysteries (Britannica))|
Author: Penne, Barbra
Takes a closer look at mirages and similar phenomena, explaining to elementary readers that there is much more to these natural optical illusions than meets, or doesn't meet, the eye.
|Accelerated Reader Information:|
Interest Level: LG
Reading Level: 5.60
Points: .5 Quiz: 186485
Full Text Reviews:",What is the target reading level for the book about optical illusions and mirages?,The reading level for the book about mirages and optical illusions is 5.60.,3,0,3,multi_hop_reasoning,Synthesizes the causes of the French Revolution from social inequality to economic crisis.,similar_to_document,LV,,mismatch
eeb4e186-ba0e-4138-807a-4755876ec80d,LV,similar_to_document,,"Connecting state and local government leaders
A statewide project in Connecticut takes reports of suspected opioid overdoses from first responders and maps them in real time, helping community partners better direct their services to high-risk areas.
First responders in Connecticut reported 4,505 suspected opioid overdoses and 131 spikes in cases during the first year of a statewide reporting program, according to an annual report from the Connecticut Department of Public Health.
The initiative—known as the Statewide Opioid Reporting Directive, or SWORD—aims to track suspected overdoses in real time, creating an early warning system that pinpoints high-risk areas to help community partners direct their services to the neighborhoods that need them most. The system, which debuted in June 2019, is so far helping agencies distribute their limited resources more effectively, said Peter Canning, EMS coordinator for the University of Connecticut’s John Dempsey Hospital.
“For the first time, we have near real-time overdose data directly reported by first responders that enables us to act quickly to respond to overdose spikes and bad batches, resulting in lives saved,” he said in a statement. “The data is not only providing near real-time actionable intelligence for our public health efforts, but detailed data to help us better understand how to fight the ever-changing opioid crisis.”
The program, created by a 2018 state law, is an expansion of a pilot that began as a way to improve s...[truncated]",How many suspected opioid overdoses were reported in Connecticut counties during the first year of SWORD?,"During the first year of the program (June 2019 through May 2020), Hartford County recorded the highest number with 1,590 suspected overdoses, followed by New Haven County with 1,006 cases, and Fairfield County with 831 cases. In total, EMS crews reported 4,505 suspected overdoses across the state.",3,0,3,single_hop_inference,Explains the function of the immune system in defending against pathogens.,similar_to_document,LV,,mismatch
3a8e726e-2359-4fdb-853d-a6226568c994,LV,distant_from_document,,"Roger Lloyd-Pack: English actor, died January 15 at the age of 69. His genre appearances include Figures In a Landscape (1970), Nighteen Eighty-Four (1984), U.F.O. (1993), Harry Potter and the Goblet of Fire (2005), Interview With the Vampire (2004), Doctor Who (two episodes, 2005), plus two episodes apiece in both Survivors (1976) and its 2010 reboot. Having made his screen debut in The Avengers in 1965, he filmed scenes for the 1998 movie spin-off, but they were cut. His father was the actor Charles Lloyd-Pack (1902-83) and his children include the actress Emily Lloyd (b.1970).
[Thanks to Steve Green for the story.]",What roles did actor Roger Lloyd-Pack have in science fiction and fantasy productions during his career?,"Roger Lloyd-Pack appeared in several science fiction and fantasy productions, including Nineteen Eighty-Four (1984), U.F.O. (1993), Harry Potter and the Goblet of Fire (2005), and two episodes of Doctor Who in 2005. He also appeared in multiple episodes of Survivors, both in the original 1976 series and its 2010 reboot.",3,0,3,multi_hop_reasoning,Connects the discovery of DNA structure to its impact on the field of genetics.,distant_from_document,LV,,mismatch
bb683e63-a956-481c-84e7-ca6702c06cc8,LV,distant_from_document,,"The 35mm f/2 lens you (I) want is the one with the 67mm filter size on the front. There's an SMCT 35mm f/2 that had a 49mm filter size that doesn't have the same qualities.
Originally Posted by rich815
I used to call it a ""Rectilinear"" lens because I think that's what made it special. I could look through the finder at interiors and the lines at the ceiling and corners would appear straight. Of course close-up portraits would give you ""clown noses"" but it was one of my all-time favorite lenses.
Value of the lens (used to be)... around $133 US",What are the key differences between the SMCT and non-SMCT versions of the 35mm f/2 lens in terms of filter diameter?,"The non-SMCT 35mm f/2 lens has a 67mm filter size on the front, while the SMCT 35mm f/2 version has a 49mm filter size. These lenses have different qualities.",3,0,3,single_hop_inference,Explains how the greenhouse effect contributes to global warming.,distant_from_document,LV,,mismatch
ef9fcdc4-4ce8-4d9e-a711-68c9b4db9ad2,LV,similar_to_document,,"Rivers come in all shapes and sizes. Today, we will look at the largest river deltas on earth and where to find them.
RELATED: The 12 Largest Rivers in Africa
A river forms a delta when it flows, along with its sediments, into a larger, more stagnant water body. We can compare a delta to a natural funnel that feeds fresh water into salt water and a river into the sea. This unique landform usually looks like a triangle. Its striking resemblance to the fourth letter of the Greek alphabet earned it the name delta.
Deltas form a crucial part of our ecosystem. The accumulation of sediments by rivers and floods creates a natural sieve that stops water pollutants. Furthermore, deltas are home to beneficial life forms such as crabs, oysters, mugwort, dolphins, and even tigers.
What are the parts of a Delta?
A delta is a middle ground between river and sea. This intermediary landform should have the following:
- Subaqueous delta: this is the lower part of the delta. Different sizes of sediments form this layer. The subaqueous layer has a dangerously steep slope caused by a drastic drop in velocity as the particles move from the river to the much more profound and broader sea. The soil profile contains silt, rich in nutrients and minerals, and supports plant growth.
- Subaerial delta: we can split the subaerial delta further into lower and upper deltaic plains. Waves and tides influence the lower table, while the river’s flow shapes the upper plain.
Top 10 Largest River Deltas on Earth...[truncated]",What are the primary geological components that constitute a river delta's structure and how are they organized?,"A river delta consists of two main parts: the subaqueous delta and the subaerial delta. The subaqueous delta is the lower part, formed by different sizes of sediments and characterized by a steep slope due to the drastic drop in velocity as particles move from river to sea. It contains nutrient-rich silt that supports plant growth. The subaerial delta is divided into lower and upper deltaic plains, with the lower plain influenced by waves and tides, while the upper plain is shaped by the river's flow.",3,0,3,multi_hop_reasoning,Synthesizes the impact of the Internet on communication and globalization.,similar_to_document,LV,,mismatch
2b3ec793-408e-434f-939e-eed094a2a793,QC,complex,,"Raised Bed Rotation and Rejuvination
By: Maureen Gilmer
Mothers always admonish us “not to hang out the dirty laundry”, which is code speak for keeping unpleasant family secrets out of neighborhood gossip. This same problem is afflicting the raised bed garden world where nobody wants to hear the downside of these tiny plots of food plants. At the heart of it is the very old concept of crop rotation. Even the ancients knew that crops grown in the same place year after year developed big problems without rotation.
Why Rotate Crops?
The science is quite simple because diseases and pests can accumulate every year you cultivate a small vegetable garden. It may not be visible the first or even the second year, but by year three it can strike with a vengeance. This is how long it takes for your soil to foster a killer dose of pests and pathogens.
Imagine a 4-foot-by-8-foot planting area (the size of a typical raised bed) that you grow tomatoes in year after year. A mature tomato can occupy half that square footage, with its roots fanning out over the area underground. To properly rotate your crops, you must not grow tomatoes in the same place you did the previous year. In this case, the only choice is to plant on the opposite end of the raised bed. That leaves only two possible spots for the tomatoes.
Farmers know to rotate their fields over four years to ensure healthy crops. That’s four entirely different growing areas for crops in the course of four years; three years with the cr...[truncated]",What are the key strategies for managing soil health in raised bed gardens to prevent the accumulation of pests and diseases over multiple growing seasons?,"There are three main strategies for maintaining soil health in raised beds: crop rotation, soil replacement, and proper planning. Crops should ideally be rotated on a 4-year cycle to prevent pest and pathogen buildup. Additionally, replacing garden soil with fresh soil every other year helps discourage disease and pest accumulation. For new raised beds, it's recommended to replace existing soil entirely, as this allows discovery of potential problems like drainage issues or invasive grass roots while ensuring nutritionally rich growing conditions.",3,0,3,single_hop_inference,Explains the principles of Darwin's theory of evolution by natural selection.,complex,QC,,mismatch
